Date,Open,High,Low,Close,Adj Close,Volume
2017-02-08,-0.3761718041040315,-0.12425270971944202,0.021146452969942116,0.007556644497154941,0.007556644497154941,-0.5637523622845737
2017-02-09,0.24251103547218758,0.07084803471198035,0.5805079000984855,0.055321129394251455,0.055321129394251455,-0.7365806224819701
2017-02-10,0.36092433860091383,0.2941861698979215,0.8037089726384772,0.5349554692771955,0.5349554692771955,-0.6974097100552088
2017-02-13,0.999240783886455,1.528138446016771,1.2431767926120798,1.2062646449069527,1.2062646449069527,0.1765811788504236
2017-02-14,1.3382615720255842,1.0004830531588227,1.3711427926865825,1.0805902592807435,1.0805902592807435,-0.4970547143051824
2017-02-15,0.9706376760237335,1.2744578473512247,1.3536572839965524,1.4593510353092185,1.4593510353092185,-0.42769462056429547
2017-02-16,1.492222977493572,1.333705366287112,1.7252475166787158,1.4284079495768949,1.4284079495768949,-0.5628160970249281
2017-02-17,1.3439333176919732,1.386295429208767,1.6346376466152495,1.3799074290221007,1.3799074290221007,-0.3528373296872508
2017-02-21,1.7264231951777513,1.9958980427134623,1.9190791296422172,1.9910656213041704,1.9910656213041704,-0.17099918111685505
2017-02-22,2.0061172318435685,1.7542689767339346,1.9603934307277233,1.6722242859537488,1.6722242859537488,-0.6145679719366123
2017-02-23,1.764165704827817,1.69743814574771,1.467197396172204,1.3028807653643095,1.3028807653643095,-0.17251964639147652
2017-02-24,0.84466320550242,0.6313623945520405,0.7245958339812196,0.7880685023222336,0.7880685023222336,-0.06014965908940403
2017-02-27,0.6750944794596743,1.0244196779850046,0.8078601193439274,0.952832951543193,0.952832951543193,-0.5467081183988173
2017-02-28,1.1671591339833236,1.0326622048670262,0.8785122201782172,0.6562785379581435,0.6562785379581435,-0.4788615808974011
2017-03-01,1.143575338454551,0.9786437282412169,1.2131098856546276,1.0732764852946322,1.0732764852946322,-0.484375236698022
2017-03-02,1.0420557310911958,0.8928782542053311,1.0006839875485352,0.7377583778516855,0.7377583778516855,-0.7447546504454247
